character	act	scene	fromline	toline	lines	words	text
BOATSWAIN	5	1	2241	2254	14	96	If I did think, sir, I were well awake,<br>I’d strive to tell you. We were dead of sleep<br>And—how, we know not—all clapped under<br>hatches,<br>Where, but even now, with strange and several<br>noises<br>Of roaring, shrieking, howling, jingling chains,<br>And more diversity of sounds, all horrible,<br>We were awaked, straightway at liberty,<br>Where we, in all her trim, freshly beheld<br>Our royal, good, and gallant ship, our master<br>Cap’ring to eye her. On a trice, so please you,<br>Even in a dream were we divided from them<br>And were brought moping hither.
CALIBAN	1	2	448	448	1	4	There’s wood enough within.
CALIBAN	1	2	456	459	4	28	As wicked dew as e’er my mother brushed<br>With raven’s feather from unwholesome fen<br>Drop on you both. A southwest blow on you<br>And blister you all o’er.
CALIBAN	1	2	466	482	17	131	I must eat my dinner.<br>This island’s mine by Sycorax, my mother,<br>Which thou tak’st from me. When thou cam’st first,<br>Thou strok’st me and made much of me, wouldst<br>give me<br>Water with berries in ’t, and teach me how<br>To name the bigger light and how the less,<br>That burn by day and night. And then I loved thee,<br>And showed thee all the qualities o’ th’ isle,<br>The fresh springs, brine pits, barren place and<br>fertile.<br>Cursed be I that did so! All the charms<br>Of Sycorax, toads, beetles, bats, light on you,<br>For I am all the subjects that you have,<br>Which first was mine own king; and here you sty me<br>In this hard rock, whiles you do keep from me<br>The rest o’ th’ island.
CALIBAN	1	2	490	492	3	21	O ho, O ho! Would ’t had been done!<br>Thou didst prevent me. I had peopled else<br>This isle with Calibans.
CALIBAN	1	2	508	510	3	25	You taught me language, and my profit on ’t<br>Is I know how to curse. The red plague rid you<br>For learning me your language!
CALIBAN	1	2	518	521	4	26	No, pray thee.<br>I must obey. His art is of such power<br>It would control my dam’s god, Setebos,<br>And make a vassal of him.
CALIBAN	2	2	1062	1078	17	144	All the infections that the sun sucks up<br>From bogs, fens, flats, on Prosper fall and make him<br>By inchmeal a disease! His spirits hear me,<br>And yet I needs must curse. But they’ll nor pinch,<br>Fright me with urchin-shows, pitch me i’ th’ mire,<br>Nor lead me like a firebrand in the dark<br>Out of my way, unless he bid ’em. But<br>For every trifle are they set upon me,<br>Sometimes like apes, that mow and chatter at me<br>And after bite me; then like hedgehogs, which<br>Lie tumbling in my barefoot way and mount<br>Their pricks at my footfall. Sometime am I<br>All wound with adders, who with cloven tongues<br>Do hiss me into madness. Lo, now, lo!<br>Here comes a spirit of his, and to torment me<br>For bringing wood in slowly. I’ll fall flat.<br>Perchance he will not mind me.
CALIBAN	2	2	1118	1118	1	5	Do not torment me! O!
CALIBAN	2	2	1126	1126	1	5	The spirit torments me. O!
CALIBAN	2	2	1134	1135	2	11	Do not torment me, prithee. I’ll bring my<br>wood home faster.
CALIBAN	2	2	1142	1144	3	21	Thou dost me yet but little hurt. Thou wilt<br>anon; I know it by thy trembling. Now Prosper<br>works upon thee.
CALIBAN	2	2	1181	1183	3	30	These be fine things, an if they be not<br>sprites. That’s a brave god and bears celestial liquor.<br>I will kneel to him.
CALIBAN	2	2	1190	1191	2	16	I’ll swear upon that bottle to be thy true<br>subject, for the liquor is not earthly.
CALIBAN	2	2	1203	1203	1	6	Hast thou not dropped from heaven?
CALIBAN	2	2	1206	1208	3	22	I have seen thee in her, and I do adore thee.<br>My mistress showed me thee, and thy dog, and thy<br>bush.
CALIBAN	2	2	1215	1216	2	20	I’ll show thee every fertile inch o’ th’ island,<br>and I will kiss thy foot. I prithee, be my god.
CALIBAN	2	2	1219	1219	1	9	I’ll kiss thy foot. I’ll swear myself thy subject.
CALIBAN	2	2	1227	1231	5	39	I’ll show thee the best springs. I’ll pluck thee berries.<br>I’ll fish for thee and get thee wood enough.<br>A plague upon the tyrant that I serve.<br>I’ll bear him no more sticks, but follow thee,<br>Thou wondrous man.
CALIBAN	2	2	1234	1239	6	54	I prithee, let me bring thee where crabs grow,<br>And I with my long nails will dig thee pignuts,<br>Show thee a jay’s nest, and instruct thee how<br>To snare the nimble marmoset. I’ll bring thee<br>To clustering filberts, and sometimes I’ll get thee<br>Young scamels from the rock. Wilt thou go with me?
CALIBAN	2	2	1245	1244	1	4	<span class="song" data-words="4">Farewell, master, farewell, farewell.</span>
CALIBAN	2	2	1247	1248	8	37	<span class="song" data-words="30">No more dams I’ll make for fish,<br>Nor fetch in firing<br>At requiring,<br>Nor scrape trenchering, nor wash dish.<br>’Ban, ’ban, Ca-caliban<br>Has a new master. Get a new man.</span>Freedom, high-day! High-day, freedom! Freedom,<br>high-day, freedom!
CALIBAN	3	2	1395	1396	2	17	How does thy Honor? Let me lick thy shoe. I’ll<br>not serve him; he is not valiant.
CALIBAN	3	2	1403	1404	2	11	Lo, how he mocks me! Wilt thou let him, my<br>lord?
CALIBAN	3	2	1407	1407	1	9	Lo, lo again! Bite him to death, I prithee.
CALIBAN	3	2	1412	1413	2	20	I thank my noble lord. Wilt thou be pleased<br>to harken once again to the suit I made to thee?
CALIBAN	3	2	1416	1418	3	23	As I told thee before, I am subject<br>to a tyrant, a sorcerer, that by his cunning hath<br>cheated me of the island.
CALIBAN	3	2	1420	1422	3	20	Thou liest, thou jesting monkey,<br>thou. I would my valiant master would<br>destroy thee. I do not lie.
CALIBAN	3	2	1429	1432	4	31	I say by sorcery he got this isle;<br>From me he got it. If thy Greatness will,<br>Revenge it on him, for I know thou dar’st,<br>But this thing dare not.
CALIBAN	3	2	1434	1434	1	10	Thou shalt be lord of it, and I’ll serve thee.
CALIBAN	3	2	1437	1438	2	18	Yea, yea, my lord. I’ll yield him thee asleep,<br>Where thou mayst knock a nail into his head.
CALIBAN	3	2	1440	1444	5	41	What a pied ninny’s this!—Thou scurvy patch!—<br>I do beseech thy Greatness, give him blows<br>And take his bottle from him. When that’s gone,<br>He shall drink naught but brine, for I’ll not show him<br>Where the quick freshes are.
CALIBAN	3	2	1459	1459	1	3	Ha, ha, ha!
CALIBAN	3	2	1462	1463	2	11	Beat him enough. After a little time<br>I’ll beat him too.
CALIBAN	3	2	1466	1482	17	139	Why, as I told thee, ’tis a custom with him<br>I’ th’ afternoon to sleep. There thou mayst brain him,<br>Having first seized his books, or with a log<br>Batter his skull, or paunch him with a stake,<br>Or cut his weasand with thy knife. Remember<br>First to possess his books, for without them<br>He’s but a sot, as I am, nor hath not<br>One spirit to command. They all do hate him<br>As rootedly as I. Burn but his books.<br>He has brave utensils—for so he calls them—<br>Which, when he has a house, he’ll deck withal.<br>And that most deeply to consider is<br>The beauty of his daughter. He himself<br>Calls her a nonpareil. I never saw a woman<br>But only Sycorax my dam and she;<br>But she as far surpasseth Sycorax<br>As great’st does least.
CALIBAN	3	2	1484	1485	2	15	Ay, lord, she will become thy bed, I warrant,<br>And bring thee forth brave brood.
CALIBAN	3	2	1494	1495	2	13	Within this half hour will he be asleep.<br>Wilt thou destroy him then?
CALIBAN	3	2	1498	1500	3	23	Thou mak’st me merry. I am full of pleasure.<br>Let us be jocund. Will you troll the catch<br>You taught me but whilere?
CALIBAN	3	2	1506	1506	1	4	That’s not the tune.
CALIBAN	3	2	1516	1516	1	3	Art thou afeard?
CALIBAN	3	2	1518	1526	9	72	Be not afeard. The isle is full of noises,<br>Sounds and sweet airs that give delight and hurt not.<br>Sometimes a thousand twangling instruments<br>Will hum about mine ears, and sometimes voices<br>That, if I then had waked after long sleep,<br>Will make me sleep again; and then, in dreaming,<br>The clouds methought would open, and show riches<br>Ready to drop upon me, that when I waked<br>I cried to dream again.
CALIBAN	3	2	1529	1529	1	4	When Prospero is destroyed.
CALIBAN	4	1	1887	1888	2	19	Pray you, tread softly, that the blind mole<br>may not hear a footfall. We now are near his cell.
CALIBAN	4	1	1897	1901	5	29	Good my lord, give me thy favor still.<br>Be patient, for the prize I’ll bring thee to<br>Shall hoodwink this mischance. Therefore speak<br>softly.<br>All’s hushed as midnight yet.
CALIBAN	4	1	1909	1913	5	39	Prithee, my king, be quiet. Seest thou here,<br>This is the mouth o’ th’ cell. No noise, and enter.<br>Do that good mischief which may make this island<br>Thine own forever, and I, thy Caliban,<br>For aye thy foot-licker.
CALIBAN	4	1	1919	1919	1	9	Let it alone, thou fool. It is but trash.
CALIBAN	4	1	1926	1930	5	40	The dropsy drown this fool! What do you mean<br>To dote thus on such luggage? Let ’t alone,<br>And do the murder first. If he awake,<br>From toe to crown he’ll fill our skins with pinches,<br>Make us strange stuff.
CALIBAN	4	1	1943	1945	3	24	I will have none on ’t. We shall lose our time<br>And all be turned to barnacles or to apes<br>With foreheads villainous low.
CALIBAN	5	1	2279	2280	2	19	O Setebos, these be brave spirits indeed! How<br>fine my master is! I am afraid he will chastise me.
CALIBAN	5	1	2296	2296	1	6	I shall be pinched to death.
CALIBAN	5	1	2315	2318	4	31	Ay, that I will, and I’ll be wise hereafter<br>And seek for grace. What a thrice-double ass<br>Was I to take this drunkard for a god,<br>And worship this dull fool!
CERES	4	1	1753	1760	8	58	Hail, many-colored messenger, that ne’er<br>Dost disobey the wife of Jupiter;<br>Who with thy saffron wings upon my flowers<br>Diffusest honey drops, refreshing showers;<br>And with each end of thy blue bow dost crown<br>My bosky acres and my unshrubbed down,<br>Rich scarf to my proud earth. Why hath thy queen<br>Summoned me hither to this short-grassed green?
CERES	4	1	1764	1769	6	40	Tell me, heavenly bow,<br>If Venus or her son, as thou dost know,<br>Do now attend the Queen? Since they did plot<br>The means that dusky Dis my daughter got,<br>Her and her blind boy’s scandaled company<br>I have forsworn.
CERES	4	1	1783	1784	2	13	Highest queen of state,<br>Great Juno comes. I know her by her gait.
CERES	4	1	1792	1791	8	44	<span class="song" data-words="44">Earth’s increase, foison plenty,<br>Barns and garners never empty,<br>Vines with clust’ring bunches growing,<br>Plants with goodly burden bowing;<br>Spring come to you at the farthest<br>In the very end of harvest.<br>Scarcity and want shall shun you.<br>Ceres’ blessing so is on you.</span>
FRANCISCO-TMP	2	1	804	813	10	76	Sir, he may live.<br>I saw him beat the surges under him<br>And ride upon their backs. He trod the water,<br>Whose enmity he flung aside, and breasted<br>The surge most swoll’n that met him. His bold head<br>’Bove the contentious waves he kept, and oared<br>Himself with his good arms in lusty stroke<br>To th’ shore, that o’er his wave-worn basis bowed,<br>As stooping to relieve him. I not doubt<br>He came alive to land.
FRANCISCO-TMP	3	3	1587	1587	1	3	They vanished strangely.
GONZALO	1	1	15	15	1	4	Nay, good, be patient.
GONZALO	1	1	19	20	2	7	Good, yet remember whom thou hast<br>aboard.
GONZALO	1	1	29	34	6	53	I have great comfort from this fellow. Methinks<br>he hath no drowning mark upon him. His<br>complexion is perfect gallows. Stand fast, good<br>Fate, to his hanging. Make the rope of his destiny<br>our cable, for our own doth little advantage. If he be<br>not born to be hanged, our case is miserable.
GONZALO	1	1	47	49	3	21	I’ll warrant him for drowning, though the<br>ship were no stronger than a nutshell and as leaky<br>as an unstanched wench.
GONZALO	1	1	54	55	2	15	The King and Prince at prayers. Let’s assist<br>them, for our case is as theirs.
GONZALO	1	1	60	61	2	19	He’ll be hanged yet, though every drop of<br>water swear against it and gape at wid’st to glut him.
GONZALO	1	1	68	71	4	33	Now would I give a thousand furlongs of sea<br>for an acre of barren ground: long heath, brown<br>furze, anything. The wills above be done, but I<br>would fain die a dry death.
GONZALO	2	1	1035	1036	2	6	Now, good angels preserve the<br>King!
GONZALO	2	1	1039	1039	1	3	What’s the matter?
GONZALO	2	1	1049	1054	6	56	Upon mine honor, sir, I heard a humming,<br>And that a strange one too, which did awake me.<br>I shaked you, sir, and cried. As mine eyes opened,<br>I saw their weapons drawn. There was a noise,<br>That’s verily. ’Tis best we stand upon our guard,<br>Or that we quit this place. Let’s draw our weapons.
GONZALO	2	1	1057	1058	2	13	Heavens keep him from these beasts,<br>For he is, sure, i’ th’ island.
GONZALO	2	1	685	693	9	72	Beseech you, sir, be merry. You have cause—<br>So have we all—of joy, for our escape<br>Is much beyond our loss. Our hint of woe<br>Is common; every day some sailor’s wife,<br>The masters of some merchant, and the merchant<br>Have just our theme of woe. But for the miracle—<br>I mean our preservation—few in millions<br>Can speak like us. Then wisely, good sir, weigh<br>Our sorrow with our comfort.
GONZALO	2	1	700	700	1	1	Sir—
GONZALO	2	1	702	703	2	11	When every grief is entertained that’s offered,<br>comes to th’ entertainer—
GONZALO	2	1	705	706	2	12	Dolor comes to him indeed. You have spoken<br>truer than you purposed.
GONZALO	2	1	709	709	1	3	Therefore, my lord—
GONZALO	2	1	712	712	1	6	Well, I have done. But yet—
GONZALO	2	1	736	736	1	6	Here is everything advantageous to life.
GONZALO	2	1	739	740	2	9	How lush and lusty the grass looks! How<br>green!
GONZALO	2	1	745	746	2	12	But the rarity of it is, which is indeed almost<br>beyond credit—
GONZALO	2	1	748	751	4	25	That our garments, being, as they were,<br>drenched in the sea, hold notwithstanding their<br>freshness and gloss, being rather new-dyed than<br>stained with salt water.
GONZALO	2	1	755	758	4	30	Methinks our garments are now as fresh as<br>when we put them on first in Afric, at the marriage<br>of the King’s fair daughter Claribel to the King of<br>Tunis.
GONZALO	2	1	763	763	1	5	Not since widow Dido’s time.
GONZALO	2	1	771	771	1	5	This Tunis, sir, was Carthage.
GONZALO	2	1	773	773	1	4	I assure you, Carthage.
GONZALO	2	1	782	782	1	1	Ay.
GONZALO	2	1	784	787	4	27	Sir, we were talking that our<br>garments seem now as fresh as when we were at<br>Tunis at the marriage of your daughter, who is now<br>queen.
GONZALO	2	1	791	792	2	19	Is not, sir, my doublet as fresh as<br>the first day I wore it? I mean, in a sort.
GONZALO	2	1	794	795	2	8	When I wore it at your daughter’s<br>marriage.
GONZALO	2	1	831	834	4	27	My lord Sebastian,<br>The truth you speak doth lack some gentleness<br>And time to speak it in. You rub the sore<br>When you should bring the plaster.
GONZALO	2	1	837	838	2	13	It is foul weather in us all, good sir,<br>When you are cloudy.
GONZALO	2	1	841	841	1	8	Had I plantation of this isle, my lord—
GONZALO	2	1	844	844	1	10	And were the King on ’t, what would I do?
GONZALO	2	1	846	855	10	67	I’ th’ commonwealth I would by contraries<br>Execute all things, for no kind of traffic<br>Would I admit; no name of magistrate;<br>Letters should not be known; riches, poverty,<br>And use of service, none; contract, succession,<br>Bourn, bound of land, tilth, vineyard, none;<br>No use of metal, corn, or wine, or oil;<br>No occupation; all men idle, all,<br>And women too, but innocent and pure;<br>No sovereignty—
GONZALO	2	1	859	864	6	44	All things in common nature should produce<br>Without sweat or endeavor; treason, felony,<br>Sword, pike, knife, gun, or need of any engine<br>Would I not have; but nature should bring forth<br>Of its own kind all foison, all abundance,<br>To feed my innocent people.
GONZALO	2	1	867	868	2	12	I would with such perfection govern, sir,<br>T’ excel the Golden Age.
GONZALO	2	1	871	871	1	6	And do you mark me, sir?
GONZALO	2	1	873	876	4	31	I do well believe your Highness, and did it to<br>minister occasion to these gentlemen, who are of<br>such sensible and nimble lungs that they always use<br>to laugh at nothing.
GONZALO	2	1	878	880	3	20	Who in this kind of merry fooling am<br>nothing to you. So you may continue, and laugh at<br>nothing still.
GONZALO	2	1	883	885	3	25	You are gentlemen of brave mettle. You<br>would lift the moon out of her sphere if she would<br>continue in it five weeks without changing.
GONZALO	2	1	888	890	3	22	No, I warrant you, I will not adventure my<br>discretion so weakly. Will you laugh me asleep?<br>For I am very heavy.
GONZALO	3	3	1537	1541	5	30	By ’r lakin, I can go no further, sir.<br>My old bones aches. Here’s a maze trod indeed<br>Through forthrights and meanders. By your<br>patience,<br>I needs must rest me.
GONZALO	3	3	1560	1560	1	3	Marvelous sweet music!
GONZALO	3	3	1570	1577	8	55	If in Naples<br>I should report this now, would they believe me?<br>If I should say I saw such islanders—<br>For, certes, these are people of the island—<br>Who, though they are of monstrous shape, yet note<br>Their manners are more gentle, kind, than of<br>Our human generation you shall find<br>Many, nay, almost any.
GONZALO	3	3	1593	1601	9	57	Faith, sir, you need not fear. When we were boys,<br>Who would believe that there were mountaineers<br>Dewlapped like bulls, whose throats had hanging at<br>’em<br>Wallets of flesh? Or that there were such men<br>Whose heads stood in their breasts? Which now we<br>find<br>Each putter-out of five for one will bring us<br>Good warrant of.
GONZALO	3	3	1650	1651	2	14	I’ th’ name of something holy, sir, why stand you<br>In this strange stare?
GONZALO	3	3	1663	1668	6	48	All three of them are desperate. Their great guilt,<br>Like poison given to work a great time after,<br>Now ’gins to bite the spirits. I do beseech you<br>That are of suppler joints, follow them swiftly<br>And hinder them from what this ecstasy<br>May now provoke them to.
GONZALO	5	1	2078	2080	3	18	All torment, trouble, wonder, and amazement<br>Inhabits here. Some heavenly power guide us<br>Out of this fearful country!
GONZALO	5	1	2101	2102	2	9	Whether this be<br>Or be not, I’ll not swear.
GONZALO	5	1	2203	2208	6	36	I have inly wept<br>Or should have spoke ere this. Look down, you<br>gods,<br>And on this couple drop a blessèd crown,<br>For it is you that have chalked forth the way<br>Which brought us hither.
GONZALO	5	1	2210	2218	9	68	Was Milan thrust from Milan, that his issue<br>Should become kings of Naples? O, rejoice<br>Beyond a common joy, and set it down<br>With gold on lasting pillars: in one voyage<br>Did Claribel her husband find at Tunis,<br>And Ferdinand, her brother, found a wife<br>Where he himself was lost; Prospero his dukedom<br>In a poor isle; and all of us ourselves<br>When no man was his own.
GONZALO	5	1	2223	2229	7	57	Be it so. Amen.<br>O, look, sir, look, sir, here is more of us.<br>I prophesied if a gallows were on land,<br>This fellow could not drown. Now, blasphemy,<br>That swear’st grace o’erboard, not an oath on<br>shore?<br>Hast thou no mouth by land? What is the news?
IRIS	4	1	1736	1752	17	122	Ceres, most bounteous lady, thy rich leas<br>Of wheat, rye, barley, vetches, oats, and peas;<br>Thy turfy mountains, where live nibbling sheep,<br>And flat meads thatched with stover, them to keep;<br>Thy banks with pionèd and twillèd brims,<br>Which spongy April at thy hest betrims<br>To make cold nymphs chaste crowns; and thy<br>broom groves,<br>Whose shadow the dismissèd bachelor loves,<br>Being lass-lorn; thy poll-clipped vineyard,<br>And thy sea marge, sterile and rocky hard,<br>Where thou thyself dost air—the Queen o’ th’ sky,<br>Whose wat’ry arch and messenger am I,<br>Bids thee leave these, and with her sovereign grace,<br>Here on this grass-plot, in this very place,<br>To come and sport. Her peacocks fly amain.<br>Approach, rich Ceres, her to entertain.
IRIS	4	1	1761	1763	3	17	A contract of true love to celebrate,<br>And some donation freely to estate<br>On the blest lovers.
IRIS	4	1	1770	1782	13	81	Of her society<br>Be not afraid. I met her deity<br>Cutting the clouds towards Paphos, and her son<br>Dove-drawn with her. Here thought they to have<br>done<br>Some wanton charm upon this man and maid,<br>Whose vows are that no bed-right shall be paid<br>Till Hymen’s torch be lighted—but in vain.<br>Mars’s hot minion is returned again;<br>Her waspish-headed son has broke his arrows,<br>Swears he will shoot no more, but play with<br>sparrows,<br>And be a boy right out.
IRIS	4	1	1813	1823	11	80	You nymphs, called naiads of the windring brooks,<br>With your sedged crowns and ever-harmless looks,<br>Leave your crisp channels and on this green land<br>Answer your summons, Juno does command.<br>Come, temperate nymphs, and help to celebrate<br>A contract of true love. Be not too late.<br>You sunburned sicklemen, of August weary,<br>Come hither from the furrow and be merry.<br>Make holiday: your rye-straw hats put on,<br>And these fresh nymphs encounter every one<br>In country footing.
JUNO	4	1	1785	1787	3	22	How does my bounteous sister? Go with me<br>To bless this twain, that they may prosperous be<br>And honored in their issue.
JUNO	4	1	1788	1787	4	19	<span class="song" data-words="19">Honor, riches, marriage-blessing,<br>Long continuance, and increasing,<br>Hourly joys be still upon you.<br>Juno sings her blessings on you.</span>
MARINERS	1	1	52	52	1	8	All lost! To prayers, to prayers! All lost!
MIRANDA	1	2	113	116	4	23	You have often<br>Begun to tell me what I am, but stopped<br>And left me to a bootless inquisition,<br>Concluding <span class="quote" data-words="3">Stay. Not yet.</span>
MIRANDA	1	2	123	123	1	4	Certainly, sir, I can.
MIRANDA	1	2	127	130	4	26	’Tis far off<br>And rather like a dream than an assurance<br>That my remembrance warrants. Had I not<br>Four or five women once that tended me?
MIRANDA	1	2	136	136	1	5	But that I do not.
MIRANDA	1	2	140	140	1	6	Sir, are not you my father?
MIRANDA	1	2	145	147	3	19	O, the heavens!<br>What foul play had we that we came from thence?<br>Or blessèd was ’t we did?
MIRANDA	1	2	151	154	4	23	O, my heart bleeds<br>To think o’ th’ teen that I have turned you to,<br>Which is from my remembrance. Please you,<br>farther.
MIRANDA	1	2	168	168	1	3	Sir, most heedfully.
MIRANDA	1	2	178	178	1	5	O, good sir, I do.
MIRANDA	1	2	198	198	1	6	Your tale, sir, would cure deafness.
MIRANDA	1	2	209	209	1	3	O, the heavens!
MIRANDA	1	2	212	214	3	16	I should sin<br>To think but nobly of my grandmother.<br>Good wombs have borne bad sons.
MIRANDA	1	2	228	231	4	26	Alack, for pity!<br>I, not rememb’ring how I cried out then,<br>Will cry it o’er again. It is a hint<br>That wrings mine eyes to ’t.
MIRANDA	1	2	236	237	2	8	Wherefore did they not<br>That hour destroy us?
MIRANDA	1	2	251	252	2	8	Alack, what trouble<br>Was I then to you!
MIRANDA	1	2	260	260	1	4	How came we ashore?
MIRANDA	1	2	272	273	2	8	Would I might<br>But ever see that man.
MIRANDA	1	2	280	282	3	25	Heavens thank you for ’t. And now I pray you, sir—<br>For still ’tis beating in my mind—your reason<br>For raising this sea storm?
MIRANDA	1	2	436	437	2	9	The strangeness of your story put<br>Heaviness in me.
MIRANDA	1	2	441	442	2	11	’Tis a villain, sir,<br>I do not love to look on.
MIRANDA	1	2	493	507	15	95	Abhorrèd slave,<br>Which any print of goodness wilt not take,<br>Being capable of all ill! I pitied thee,<br>Took pains to make thee speak, taught thee each<br>hour<br>One thing or other. When thou didst not, savage,<br>Know thine own meaning, but wouldst gabble like<br>A thing most brutish, I endowed thy purposes<br>With words that made them known. But thy vile<br>race,<br>Though thou didst learn, had that in ’t which good<br>natures<br>Could not abide to be with. Therefore wast thou<br>Deservedly confined into this rock,<br>Who hadst deserved more than a prison.
MIRANDA	1	2	559	561	3	22	What is ’t? A spirit?<br>Lord, how it looks about! Believe me, sir,<br>It carries a brave form. But ’tis a spirit.
MIRANDA	1	2	569	571	3	15	I might call him<br>A thing divine, for nothing natural<br>I ever saw so noble.
MIRANDA	1	2	583	584	2	7	No wonder, sir,<br>But certainly a maid.
MIRANDA	1	2	595	595	1	3	Alack, for mercy!
MIRANDA	1	2	605	608	4	31	Why speaks my father so ungently? This<br>Is the third man that e’er I saw, the first<br>That e’er I sighed for. Pity move my father<br>To be inclined my way.
MIRANDA	1	2	623	625	3	26	There’s nothing ill can dwell in such a temple.<br>If the ill spirit have so fair a house,<br>Good things will strive to dwell with ’t.
MIRANDA	1	2	636	638	3	17	O dear father,<br>Make not too rash a trial of him, for<br>He’s gentle and not fearful.
